MsgID.LOCAL_POSITION,1521303981.3434403,-0.0001419,0.0649837,-0.1073525
MsgID.LOCAL_VELOCITY,1521303981.3434403,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521303981.3436513,-122.3974492,37.7924799,0.1070000
MsgID.LOCAL_VELOCITY,1521303981.3436513,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521303981.3438115,0.0001067,0.1826653,-0.0564305
MsgID.LOCAL_VELOCITY,1521303981.3438115,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521303981.3439460,-122.3974479,37.7924800,0.0560000
MsgID.LOCAL_VELOCITY,1521303981.3439460,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521303981.3440773,-0.0002199,0.0846425,-0.0149342
MsgID.LOCAL_VELOCITY,1521303981.3440773,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521303981.3442159,-122.3974490,37.7924799,0.0140000
MsgID.LOCAL_VELOCITY,1521303981.3442159,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1521303981.3443999,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1521303981.3446577,False,False
MsgID.LOCAL_POSITION,1521303981.3452077,-0.0063775,-0.0234732,0.0227424
MsgID.LOCAL_VELOCITY,1521303981.3452077,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521303981.3453629,-122.3974502,37.7924799,-0.0220000
MsgID.LOCAL_VELOCITY,1521303981.3453629,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521303981.4021952,-0.0508005,-0.0657326,0.0414610
MsgID.LOCAL_VELOCITY,1521303981.4021952,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521303981.4024162,-122.3974507,37.7924795,-0.0410000
MsgID.LOCAL_VELOCITY,1521303981.4024162,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521303981.6534095,-0.1307397,-0.0018635,0.0166954
MsgID.LOCAL_VELOCITY,1521303981.6534095,0.0049884,0.0015968,-0.1069606
MsgID.GLOBAL_POSITION,1521303981.6536710,-122.3974500,37.7924788,-0.0160000
MsgID.LOCAL_VELOCITY,1521303981.6536710,0.0000000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,1521303981.9031200,-0.1132297,-0.0303533,-0.0053924
MsgID.LOCAL_VELOCITY,1521303981.9031200,0.0109914,0.0029392,0.0991202
MsgID.GLOBAL_POSITION,1521303981.9036915,-122.3974503,37.7924789,0.0050000
MsgID.LOCAL_VELOCITY,1521303981.9036915,0.0100000,0.0000000,0.0900000
MsgID.GLOBAL_HOME,1521303982.0724192,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1521303982.0830705,True,True
MsgID.LOCAL_POSITION,1521303983.1890023,0.0130910,0.1683672,-0.0286563
MsgID.LOCAL_VELOCITY,1521303983.1890023,0.0000038,0.0000081,0.0000084
MsgID.GLOBAL_POSITION,1521303983.1892030,-122.3974514,37.7924805,0.0280000
MsgID.LOCAL_VELOCITY,1521303983.1892030,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521303983.1893706,0.0916287,0.3700083,-0.0806816
MsgID.LOCAL_VELOCITY,1521303983.1893706,0.0000070,-0.0000133,0.0000097
MsgID.GLOBAL_POSITION,1521303983.1895089,-122.3974491,37.7924812,0.0800000
MsgID.LOCAL_VELOCITY,1521303983.1895089,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521303983.1896520,-0.0950201,0.4539007,-0.1417373
MsgID.LOCAL_VELOCITY,1521303983.1896520,-0.0000027,-0.0000206,0.0000132
MsgID.GLOBAL_POSITION,1521303983.1897919,-122.3974482,37.7924796,0.1410000
